64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,64,0
64,75,1
64,75,1
64,75,1
64,75,1
65,75,1
65,75,1
65,75,1
65,75,1
66,75,1
66,74,1
66,74,1
67,74,1
67,74,1
67,74,1
67,74,1
68,74,1
68,74,1
68,74,1
68,74,1
69,74,1
69,73,1
69,73,1
69,73,1
70,73,1
70,73,1
70,73,1
70,73,1
70,72,1
71,72,1
71,72,1
71,72,1
71,72,1
71,71,1
72,71,1
72,71,1
72,71,1
72,71,1
72,70,1
73,70,1
73,70,1
73,70,1
73,70,1
73,69,1
73,69,1
73,69,1
74,69,1
74,68,1
74,68,1
74,68,1
74,68,1
74,67,1
74,67,1
74,67,1
74,67,1
74,66,1
74,66,1
75,66,1
75,65,1
75,65,1
75,65,1
75,65,1
75,64,1
75,64,1
75,64,1
75,63,1
75,63,1
75,63,1
75,63,1
75,62,1
75,62,1
75,62,1
75,62,1
75,61,1
74,61,1
74,61,1
74,60,1
74,60,1
74,60,1
74,60,1
74,59,1
74,59,1
74,59,1
74,59,1
74,58,1
73,58,1
73,58,1
73,58,1
73,57,1
73,57,1
73,57,1
73,57,1
72,57,1
72,56,1
72,56,1
72,56,1
72,56,1
71,56,1
71,55,1
71,55,1
71,55,1
71,55,1
70,55,1
70,54,1
70,54,1
70,54,1
70,54,1
69,54,1
69,54,1
69,54,1
